FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY,X-koord.,Y-koord.
"158","1020601",H0019,P,"2552349","6673566","2552350","6673551",Rautatientori,Järnvägstorget,Asema-aukio,Statiosplatsen,"1","1","2","03",24.9398125300,60.1703739300
"159","1020602",H0018,P,"2552350","6673566","2552349","6673583",Rautatientori,Järnvägstorget,Asema-aukio,Statiosplatsen,"1","1","2","03",24.9398305400,60.1703738000
"160","1020603",H0021,P,"2552794","6673753","2552826","6673744",Helsingin yliopisto,H:fors universitet,Vuorikatu 12,Berggatan 12,"1","1","2","03",24.9478759000,60.1719950500
"161","1020604",H0020,P,"2552792","6673755","2552777","6673763",Helsingin yliopisto,H:fors universitet,Vuorikatu 12,Berggatan 12,"1","1","2","03",24.9478403900,60.1720132600
"162","1020901",XH2013,P,"2552267","6674074","2552267","6674073",Alvar Aallon katu,Alvar Aaltos gata,Alvar Aallon katu 3,Alvar Aaltos gata 3,"0","0","0","99",24.9384655700,60.1749432900
"163","1020902",XH2040,P,"2552452","6674316","2552456","6674313",Ravintola Kaisaniemi,Ravintola Kaisaniemi,Kaisaniementie 6,Kajsaniemivägen 6,"0","0","0","99",24.9418602900,60.1770914200
"164","1020903",XH2019,P,"2552498","6673282","2552500","6673263",Stockmann,Stockmann,Pohjoisesplanadi,Norra Esplanaden,"0","0","0","99",24.9424232500,60.1678062100
"165","1020904",XH2001,P,"2552838","6673316","2552840","6673289",Fabianinkatu,Fabiansgatan,Pohjoisesplanadi,Norra Esplanaden,"0","0","0","99",24.9485554200,60.1680676600
"166","1020905",XH2031,P,"2552761","6673882","2552758","6673882",Kaisaniemen ala-aste,Kajsaniemi lågstd,Puutarhakatu 1,Trädgårdsgatan 1,"0","0","0","99",24.9473148100,60.1731569700
"167","1020906",XH2050,P,"2552166","6673659","2552165","6673658",Kiasma,Kiasma,Mannerheiminaukio 2,Mannerheimplatsen 2,"0","0","0","99",24.9365401900,60.1712318500
"168","1020908",XH2023,P,"2552719","6674213","2552716","6674202",Kasvitiet. puutarha,Botaniska trädgården,Kaisaniemenranta,Kajsaniemistranden,"0","0","0","99",24.9466437100,60.1761328200
"169","1030100",H1985,P,"2553076","6673024","2553070","6673022",Pohj. Makasiinikatu,Norra Magasinsgatan,Eteläranta,Södra Kajen,"0","0","1","04",24.9527659700,60.1654164700
"170","1030101",H2000,P,"2552606","6673158","2552597","6673170",Erottaja,Skillnaden,Eteläesplanadi,Södra esplanaden,"0","0","1","99",24.9443364000,60.1666795700
"171","1030102",H1900,P,"2552488","6673202","2552504","6673215",Erottaja,Skillnaden,Mannerheimintie,Mannerheimvägen,"1","0","1","01",24.9422226000,60.1670895500
"172","1030103",H2002,P,"2552840","6673204","2552840","6673217",Esplanadi,Esplanaden,Eteläesplanadi 12,Södra esplanaden 12,"0","0","1","99",24.9485624800,60.1670623000
"173","1030104",,P,"2553056","6673023","2553064","6673025",Eteläranta,Södra kajen,Eteläranta,Södra Kajen,"0","0","1","99",24.9524055400,60.1654100800
"174","1030105",H2004,P,"2553011","6673230","2553011","6673232",Kauppatori,Salutorget,Eteläesplanadi,Södra Esplanaden,"0","0","1","04",24.9516488500,60.1672735600
"175","1030106",,P,"2553071","6673025","2553064","6673024",Eteläranta,Södra kajen,Eteläranta,Södra Kajen,"1","0","1","99",24.9526761800,60.1654260900
"176","1030107",,P,"2552551","6672991","2552544","6673000",Kolmikulma,Trekanten,Uudenmaankatu,Nylandsgatan,"0","0","1","99",24.9433029500,60.1651879300
"177","1030108",H1000,P,"2552571","6673198","2552538","6673174",Erottaja,Skillnaden,Erottaja,Skillnaden,"0","0","1","99",24.9437163700,60.1670430200
"178","1030113",H0705,P,"2552676","6672789","2552665","6672781",Johanneksenkirkko,Johanneskyrkan,Yrjönkatu,Georgsgatan,"0","0","1","01",24.9455019500,60.1633591000
"179","1030114",H2108,P,"2552995","6673032","2552996","6673030",Pohj. Makasiinikatu,Norra Magasinsgatan,Unioninkatu,Unionsgatan,"0","0","1","04",24.9513093500,60.1654987400
"180","1030119",H1197,P,"2552603","6672996","2552584","6672995",Kolmikulma,Trekanten,Erottajankatu 5,Skillnadsgatan 5,"0","0","1","04",24.9442406800,60.1652261300
"181","1030121",H1001,P,"2552557","6673194","2552532","6673175",Erottaja,Skillnaden,Erottaja,Skillnaden,"0","0","1","01",24.9434632000,60.1670089200
"182","1030122",H1901,P,"2552503","6673243","2552488","6673235",Erottaja,Skillnaden,Mannerheimintie,Mannerheimvägen,"1","0","1","01",24.9425032800,60.1674555700
"183","1030130",H1002,P,"2552549","6673186","2552536","6673176",Erottaja,Skillnaden,Skillnaden,Skillnaden,"0","0","1","99",24.9433170700,60.1669381500
"184","1030401",H0709,P,"2552552","6672993","2552545","6673003",Kolmikulma,Trekanten,Uudenmaankatu,Nylandsgatan,"1","0","3","01",24.9433214700,60.1652057500
"185","1030422",H0430,P,"2553012","6673246","2553014","6673232",Kauppatori,Salutorget,Eteläesplanadi,Södra Esplanaden,"0","0","1","99",24.9516710100,60.1674170100
"186","1030423",H0429,P,"2553011","6673246","2553012","6673247",Kauppatori,Salutorget,Eteläesplanadi,Södra esplanaden,"0","0","3","04",24.9516530000,60.1674171400
"187","1030424",H0430,P,"2553014","6673240","2553014","6673242",Kauppatori,Salutorget,Eteläesplanadi,Södra esplanaden,"1","1","3","01",24.9517054700,60.1673629100
"188","1030425",H0431,P,"2553044","6673268","2553042","6673268",Kauppatori,Salutorget,Eteläranta,Södra kajen,"1","1","3","01",24.9522530300,60.1676103100
"189","1030426",H0432,P,"2553062","6672988","2553067","6672988",Eteläranta,Södra kajen,Eteläranta 10,Södra kajen 10,"1","1","3","01",24.9525045000,60.1650952100
"190","1030427",H0433,P,"2553070","6672999","2553066","6672999",Eteläranta,Södra kajen,Eteläranta,Södra kajen,"1","1","3","01",24.9526514200,60.1651928900
"191","1030428",H0703,P,"2552590","6672988","2552585","6672987",Kolmikulma,Trekanten,Erottajankatu 11,Skillnadsgatan 11,"1","1","3","01",24.9440045100,60.1651560100
"192","1030429",H0704,P,"2552576","6672975","2552586","6672975",Kolmikulma,Trekanten,Erottajankatu,Skillnadsgatan,"1","1","3","04",24.9437490400,60.1650411400
"193","1030701",H0099,P,"2553240","6673230","2553240","6673230",Kauppatori,Salutorget,Kauppatori,Salutorget,"1","1","7","03",24.9557730400,60.1672438900
"194","1030900",XH2002,P,"2552792","6673240","2552794","6673214",Kasarmikatu,Kaserngatan,Eteläesplanadi 12,Södra Esplanaden 12,"0","0","0","99",24.9477073200,60.1673915500
"195","1030901",XH2004,P,"2553223","6673301","2553222","6673310",Kauppatori itään,Salutorget österut,Kauppatori,Salutorget,"0","0","0","99",24.9554853700,60.1678832600
"196","1030902",XH2014,P,"2552802","6673132","2552794","6673131",Savoy Teatteri,Savoy Teatteri,Kasarmikatu 46-48,Kaserngatan 46-48,"0","0","0","99",24.9478595100,60.1664210500
"197","1030903",XH2012,P,"2552713","6673104","2552714","6673091",Korkeavuorenkatu 30,Högbergsgatan 30,Korkeavuorenkatu,Högbergsgatan,"0","0","0","99",24.9462494700,60.1661812200
"198","1030904",XH2016,P,"2552725","6673212","2552725","6673210",LVM,Kommunik.ministeriet,Eteläesplanadi 16,Södra Esplanaden 16,"0","0","0","99",24.9464934400,60.1671488900
"199","1030905",XH2115,P,"2552847","6672973","2552847","6672973",Kasarmitori,Kaserntorget,Kasarmikatu 19,Kaserngatan 19,"0","0","0","99",24.9486288100,60.1649883600
"200","1030906",XH2126,P,"2552962","6672814","2552962","6672819",Svenska normallyceum,Svenska normallyceum,Bernhardinkatu 6,Bernhardsgatan 6,"0","0","0","99",24.9506585700,60.1635466300
"201","1040100",,P,"2552545","6673086","2552569","6673087",Ludviginkatu,Ludvigsgatan,Erottajankatu,Skillnadsgatan,"0","0","1","99",24.9432193200,60.1660412500
"202","1040101",H0803,P,"2552291","6672949","2552290","6672950",Fredrikinkatu,Fredriksgatan,Bulevardi 18-20,Bulevarden 18-20,"1","0","1","01",24.9386099800,60.1648442400
"203","1040102",H1005,P,"2552176","6672883","2552177","6672882",Fredrikinkatu,Fredriksgatan,Bulevardi 13,Bulevarden 13,"1","1","1","04",24.9365221700,60.1642665900
"204","1040103",H1004,P,"2552451","6673049","2552442","6673062",Vanha kirkkopuisto,Gamla kyrkoparken,Bulevardi 10,Bulevarden 10,"1","0","1","99",24.9415169800,60.1657212300
"205","1040104",H1003,P,"2552428","6673075","2552438","6673059",Vanha kirkkopuisto,Gamla kyrkoparken,Bulevardi,Bulevarden,"1","0","1","04",24.9411094500,60.1659575000
"206","1040105",,P,"2551639","6673149","2551649","6673148",Lapinrinne,Lappbrinken,Lapinrinne 2,Lappbrinken 2,"0","0","0","99",24.9269190300,60.1667217000
"207","1040106",H1235,P,"2551796","6673369","2551796","6673369",Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,"0","0","1","99",24.9298022700,60.1686762300
"208","1040107",H0234,P,"2551842","6673361","2551852","6673368",Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,"0","0","1","99",24.9306287200,60.1685986300
"209","1040108",,P,"2551904","6673250","2551903","6673230",Kampintori,Kamptorget,Kampintori,Kamptorget,"0","0","1","99",24.9317171800,60.1675946400
"210","1040109",H0812,P,"2551553","6672736","2551556","6672731",Kalevankatu,Kalevagatan,Kalevankatu,Kalevagatan,"0","0","1","99",24.9252660500,60.1630261500
"211","1040110",H0810,P,"2551700","6672775","2551700","6672775",Hietalahdenkatu,Sandviksgatan,Hietalahdenkatu,Sandviksgatan,"0","0","1","99",24.9279230000,60.1633576500
"212","1040111",H0808,P,"2551795","6672640","2551795","6672640",Hietalahdentori,Sandvikstorget,Hietalahdenkatu,Sandviksgatan,"0","0","1","99",24.9295995200,60.1621341400
"213","1040112",,P,"2551857","6673336","2551868","6673345",Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,"0","0","1","04",24.9308925400,60.1683723700
"214","1040113",H0801,P,"2552499","6673103","2552499","6673103",Erottaja,Skillnaden,Bulevardi 6,Bulevarden 6,"1","0","1","99",24.9423952700,60.1661997000
"215","1040114",H0802,P,"2552498","6673123","2552507","6673111",Erottaja,Skillnaden,Bulevardi 3,Bulevarden 3,"1","0","1","99",24.9423824000,60.1663793100
"216","1040115",H1220,P,"2551723","6673374","2551723","6673374",Kamppi (M),Kampen (M),Runeberginkatu 4,Runebergsgatan 4,"0","0","1","01",24.9284887700,60.1687303200
"217","1040116",H0232,P,"2552124","6673387","2552120","6673393",Simonkatu,Simonsgatan,Simonkatu 12,Simonsgatan 12,"1","1","1","01",24.9357143000,60.1687962100
"218","1040117",H0231,P,"2552095","6673387","2552101","6673379",Simonkatu,Simonsgatan,Simonkatu 9,Simonsgatan 9,"1","1","1","04",24.9351919900,60.1687998900
"219","1040118",,P,"2552020","6673534","2552023","6673531",Linja-autoasema,Busstationen,Salomonkatu,Salomonsgatan,"0","0","0","99",24.9338786300,60.1701286300
"220","1040119",H1262,P,"2551688","6673149","2551692","6673165",Lapinrinne,Lappbrinken,Lapinlahdenkatu,Lappviksgatan,"0","0","1","99",24.9278014900,60.1667155300
"221","1040120",H1261,P,"2551622","6673189","2551621","6673182",Lapinrinne,Lappbrinken,Lapinlahdenkatu 19,Lappviksgatan 19,"0","0","1","99",24.9266229700,60.1670828100
"222","1040121",H1238,P,"2551909","6673216","2551906","6673230",Kampintori,Kamptorget,Kampintori,Kamptorget,"0","0","1","99",24.9317985900,60.1672888900
"223","1040122",,P,"2551868","6673290","2551884","6673286",Kampintori,Kamptorget,Malminrinne 6,Malmbrinken 6,"0","0","1","99",24.9310789700,60.1679581700
"224","1040123",H1211,P,"2552159","6672959","2552155","6672956",Bulevardi,Bulevarden,Fredrikinkatu 39,Fredriksgatan 39,"1","1","1","04",24.9362354300,60.1649507900
"225","1040124",H1210,P,"2552039","6672808","2552047","6672815",Bulevardi,Bulevarden,Albertinkatu,Albertsgatan,"1","1","1","04",24.9340359700,60.1636109300
"226","1040125",H1213,P,"2551975","6673213","2551972","6673210",Kampintori,Kamptorget,Fredrikinkatu 55,Fredriksgatan 55,"1","1","1","04",24.9329864700,60.1672536100
"227","1040126",H1212,P,"2551877","6673019","2551892","6673029",Lapinlahden puist.,Lappviksskvären,Albertinkatu 42,Albertsgatan 42,"1","1","1","04",24.9311722700,60.1655250100
"228","1040127",H1217,P,"2551899","6673346","2551912","6673327",Kampintori,Kamptorget,Urho Kekkosen Katu,Urho Kekkonens gata,"1","1","1","04",24.9316515100,60.1684568000
"229","1040128",H0201,P,"2551850","6673659","2551850","6673646",Luonnontiet.museo,Naturhist. museet,Arkadiankatu 7,Arkadiagatan 7,"0","0","1","01",24.9308484300,60.1712719300
"230","1040129",H1272,P,"2551990","6673628","2551989","6673647",Arkadian puisto,Arkadiaskvären,Arkadiankatu 4-6,Arkadiagatan 4-6,"1","1","1","04",24.9333622100,60.1709760100
"231","1040130",H1224,P,"2551809","6673523","2551799","6673537",Fredrikinkatu,Fredriksgatan,Etel. Rautatiekatu,Södra Järnvägsgatan,"1","1","1","04",24.9300754500,60.1700566200
"232","1040131",,P,"2551850","6672740","2551844","6672735",Hietalahdentori,Sandvikstorget,Abrahaminkatu 1-5,Abrahamsgatan 1-5,"0","0","1","99",24.9306152600,60.1630246100
"233","1040132",,P,"2551832","6673256","2551834","6673257",Kampintori,Kamptorget,Runeberginkatu,Runebergsgatan,"0","0","1","99",24.9304219900,60.1676576000
"234","1040133",H1009,P,"2551627","6673027","2551639","6673009",Ruoholahdenkatu,Gräsviksgatan,Ruoholahdenkatu,Gräsviksgatan,"1","1","1","01",24.9266721000,60.1656283500
"235","1040134",,P,"2551630","6673079","2551632","6673080",Lapinrinne,Lappbrinken,Lapinrinne,Lappbrinken,"0","0","0","99",24.9267392600,60.1660946300
"236","1040135",H0233,P,"2551845","6673394","2551838","6673389",Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,"1","1","1","99",24.9306911300,60.1688944000
"237","1040136",H0805,P,"2552096","6672808","2552094","6672812",Aleksant. teatteri,Alexandersteatern,Bulevardi 30,Bulevarden 30,"1","1","1","01",24.9350624100,60.1636036900
"238","1040137",,P,"2551815","6673369","2551809","6673379",Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,"0","0","1","99",24.9301444700,60.1686738300
"239","1040138",H0804,P,"2552230","6672926","2552238","6672915",Fredrikinkatu,Fredriksgatan,Bulevardi 9,Bulevarden 9,"1","0","1","99",24.9375055900,60.1646456100
"240","1040139",H1239,P,"2551810","6673373","2551810","6673373",Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,"0","0","1","99",24.9300554300,60.1687103600
"241","1040140",,P,"2551690","6673400","2551697","6673407",Kamppi,Kampen,Runeberginkatu 4,Runebergsgatan 4,"0","0","1","99",24.9279010000,60.1689678100
"242","1040141",H1238,P,"2551820","6673369","2551811","6673381",Kamppi (M),Kampen (M),Salomonkatu,Salomonsgatan,"0","0","1","04",24.9302345200,60.1686732000
"243","1040142",H1157,P,"2551477","6672639","2551472","6672644",Ruoholahdenranta,Gräsvikskajen,Ruoholahdenranta,Gräsvikskajen,"0","0","1","04",24.9238730600,60.1621651900
"244","1040143",H1223,P,"2551813","6673442","2551805","6673437",Kamppi,Kampen,Fredrikinkatu 65,Fredriksgatan 65,"1","1","1","99",24.9301269600,60.1693292000
"245","1040144",H1237,P,"2551803","6673450","2551798","6673446",Kamppi (M),Kampen (M),Fredrikinkatu 65,Fredriksgatan 65,"1","1","1","01",24.9299488800,60.1694022600
"246","1040145",,P,"2551970","6673385","2551976","6673377",Kamppi,Kampen,Urho Kekkosen katu,Urho Kekkonens gata,"0","0","1","99",24.9329401600,60.1687978100
"247","1040146",H1240,P,"2551780","6673480","2551777","6673477",Kamppi,Kampen,Fredrikinkatu 65,Fredriksgatan 65,"1","1","1","04",24.9295422300,60.1696743900
"248","1040147",H1217,P,"2551842","6673186","2551856","6673182",Kampintori,Kamptorget,Malminrinne 2,Malmbrinken 2,"1","1","1","99",24.9305843300,60.1670281300
"249","1040148",H1222,P,"2551811","6673422","2551820","6673414",Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,"1","1","1","04",24.9300858700,60.1691499700
"250","1040150",H1223,P,"2551874","6673351","2551867","6673346",Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,"1","1","1","99",24.9312025200,60.1685048400
"251","1040151",H1010,P,"2551580","6672916","2551591","6672922",Ruoholahdenkatu,Gräsviksgatan,Hietalahdenkatu 16,Sandviksgatan 16,"0","0","1","99",24.9257976700,60.1646381200
"252","1040152",,P,"2551730","6673362","2551736","6673368",Kamppi (M),Kampen (M),Runeberginkatu 4,Runebergsgatan 4,"0","0","0","99",24.9286118100,60.1686217400
"253","1040153",H1169,P,"2551765","6672626","2551764","6672613",Hietalahdentori,Sandvikstorget,Hietalahdenranta,Sandvikskajen,"1","1","1","01",24.9290557700,60.1620122900
"254","1040154",,P,"2552145","6673030","2552150","6673022",Fredrikinkatu,Fredriksgatan,Lönnrotinkatu 15,Lönnrotsgatan 15,"0","0","1","99",24.9360014200,60.1655897400
"255","1040155",H1167,P,"2551466","6672612","2551458","6672606",Hietalahti,Sandviken,Hietalahdenranta,Sandvikskajen,"1","1","1","04",24.9236681900,60.1619242700
"256","1040156",,P,"2552410","6673220","2552414","6673213",Vanhakirkko,Gamla kyrkan,Lönnrotinkatu 3,Lönnrotsgatan 3,"0","0","1","99",24.9408224700,60.1672610600
"257","1040157",H1168,P,"2551514","6672519","2551523","6672533",Hietalahti,Sandviken,Hietalahdenranta,Sandvikskajen,"1","1","1","04",24.9245090800,60.1610836400
"258","1040158",H1237,P,"2551705","6673410","2551700","6673405",Kamppi (M),Kampen (M),Runeberginkatu 5,Runegergsgatan 5,"0","0","1","99",24.9281736900,60.1690556600
"259","1040160",H1240,P,"2551785","6673320","2551784","6673319",Kamppi (M),Kampen (M),Runeberginkatu,Runebergsgatan,"0","0","1","99",24.9295917400,60.1682378800
"260","1040162",H1218,P,"2551637","6672989","2551631","6672997",Ruoholahdenkatu,Gräsviksgatan,Ruoholahdenkatu,Gräsviksgatan,"0","0","1","04",24.9268425900,60.1652860700
"261","1040196",H1216,P,"2551942","6673333","2551935","6673343",Kampintori,Kamptorget,Urho Kekkosen katu,Urho Kekkonens gata,"1","1","1","04",24.9324226500,60.1683346900
"262","1040198",H1239,P,"2551890","6673263","2551878","6673265",Kampintori,Kamptorget,Malminrinne,Malmbrinken,"0","0","1","99",24.9314683400,60.1677130800
"263","1040199",H1240,P,"2551869","6673285","2551881","6673282",Kampintori,Kamptorget,Malminrinne,Malmbrinken,"1","1","1","99",24.9310957100,60.1679131700
"264","1040200",H1240,P,"2551865","6673286","2551881","6673282",Kampintori,Kamptorget,Malminrinne,Malmbrinken,"0","0","1","99",24.9310239300,60.1679226500
"265","1040202",,P,"2552070","6673500","2552070","6673500",Linja-autoasema,Busstationen,,,"0","0","0","99",24.9347705200,60.1698171600
"266","1040203",,P,"2552146","6673529","2552145","6673560",Linja-autoasema,Busstationen,Linja-autoasema,Busstationen,"0","0","1","99",24.9361467700,60.1700677500
"267","1040212",,P,"2551865","6673329","2551865","6673329",Kamppi (M),Kampen (M),Fredrikinkatu,Fredriksgatan,"0","0","1","99",24.9310348400,60.1683085400
"268","1040215",H1220,P,"2551714","6673366","2551725","6673376",Kamppi (M),Kampen (M),Runeberginkatu 4,Runebergsgatan 4,"0","0","1","04",24.9283246500,60.1686596600
"269","1040231",H1232,P,"2551621","6673093","2551635","6673089",Lapinrinne,Lappbrinken,Lapinrinne 2,Lappbrinken 2,"1","1","1","04",24.9265807100,60.1662214100
"270","1040233",H1234,P,"2551607","6673063","2551627","6673058",Lapinrinne,Lappbrinken,Lapinrinne,Lappbrinken,"1","1","1","04",24.9263210100,60.1659539400
"271","1040234",H1233,P,"2551645","6673097","2551637","6673099",Lapinrinne,Lappbrinken,Lapinrinne,Lappbrinken,"1","1","1","04",24.9270139400,60.1662542800
"272","1040240",,P,"2551690","6673400","2551697","6673407","Kamppi, tulo","Kampen, ankomst",Runeberginkatu 4,Runebergsgatan 4,"0","0","1","99",24.9279010000,60.1689678100
"273","1040241",,P,"2551932","6673262","2551933","6673263","Kamppi, tulo","Kampen, ankomst",Fredrikinkatu 59,Fredriksgatan 59,"0","0","1","99",24.9322245000,60.1676987900
"274","1040242",,P,"2552055","6673309","2552053","6673312","Kamppi, tulo","Kampen, ankomst",Kansakoulukatu,Folkskolegatan,"0","0","1","99",24.9344517000,60.1681049800
